0.001,0.038111
0.002,0.038118
0.003,0.038125
0.004,0.038133
0.005,0.03814
0.006,0.038147
0.007,0.038154
0.008,0.038162
0.009,0.038169
0.01,0.038176
0.011,0.038183
0.012,0.038191
0.013,0.038198
0.014,0.038205
0.015,0.038212
0.016,0.03822
0.017,0.038227
0.018,0.038234
0.019,0.038241
0.02,0.038248
0.021,0.038256
0.022,0.038263
0.023,0.03827
0.024,0.038277
0.025,0.038284
0.026,0.038299
0.027,0.03832
0.028,0.03834
0.029,0.038361
0.03,0.038387
0.031,0.038413
0.032,0.038439
0.033,0.038463
0.034,0.038487
0.035,0.038511
0.036,0.038534
0.037,0.038558
0.038,0.038581
0.039,0.038605
0.04,0.038629
0.041,0.038652
0.042,0.038676
0.043,0.038699
0.044,0.038723
0.045,0.038747
0.046,0.03877
0.047,0.038794
0.048,0.038818
0.049,0.038843
0.05,0.038867
0.051,0.038892
0.052,0.038916
0.053,0.03894
0.054,0.038965
0.055,0.038989
0.056,0.039014
0.057,0.039051
0.058,0.039087
0.059,0.039124
0.06,0.039159
0.061,0.0392
0.062,0.039242
0.063,0.039285
0.064,0.039329
0.065,0.039372
0.066,0.039415
0.067,0.039459
0.068,0.039502
0.069,0.039546
0.07,0.039589
0.071,0.039632
0.072,0.039676
0.073,0.039719
0.074,0.039762
0.075,0.039806
0.076,0.039849
0.077,0.039892
0.078,0.039936
0.079,0.039979
0.08,0.040023
0.081,0.040066
0.082,0.040109
0.083,0.040153
0.084,0.040199
0.085,0.040247
0.086,0.040294
0.087,0.040345
0.088,0.040401
0.089,0.040458
0.09,0.040515
0.091,0.040571
0.092,0.040628
0.093,0.040684
0.094,0.040741
0.095,0.040798
0.096,0.040854
0.097,0.040911
0.098,0.040967
0.099,0.041024
0.1,0.041081
0.101,0.041137
0.102,0.041194
0.103,0.04125
0.104,0.041307
0.105,0.041364
0.106,0.041422
0.107,0.041482
0.108,0.041541
0.109,0.041601
0.11,0.041661
0.111,0.041721
0.112,0.041792
0.113,0.041866
0.114,0.041943
0.115,0.042015
0.116,0.042087
0.117,0.042159
0.118,0.04223
0.119,0.042302
0.12,0.042374
0.121,0.042445
0.122,0.042517
0.123,0.042589
0.124,0.04266
0.125,0.042732
0.126,0.042803
0.127,0.042875
0.128,0.042946
0.129,0.043017
0.13,0.043089
0.131,0.04316
0.132,0.043232
0.133,0.043303
0.134,0.043374
0.135,0.043446
0.136,0.043517
0.137,0.043588
0.138,0.04366
0.139,0.043731
0.14,0.043802
0.141,0.043874
0.142,0.043945
0.143,0.044019
0.144,0.044096
0.145,0.044174
0.146,0.044253
0.147,0.044331
0.148,0.044409
0.149,0.044487
0.15,0.044565
0.151,0.044643
0.152,0.044721
0.153,0.044799
0.154,0.044877
0.155,0.044955
0.156,0.045033
0.157,0.045112
0.158,0.04519
0.159,0.045268
0.16,0.045346
0.161,0.045424
0.162,0.045502
0.163,0.04558
0.164,0.045658
0.165,0.045736
0.166,0.045814
0.167,0.045892
0.168,0.04597
0.169,0.046048
0.17,0.046126
0.171,0.046204
0.172,0.046282
0.173,0.046355
0.174,0.046422
0.175,0.04648
0.176,0.04648
0.177,0.04648
0.178,0.04648
0.179,0.04648
0.18,0.04648
0.181,0.04648
0.182,0.04648
0.183,0.04648
0.184,0.04648
0.185,0.04648
0.186,0.04648
0.187,0.046478
0.188,0.046477
0.189,0.046476
0.19,0.046474
0.191,0.046473
0.192,0.046472
0.193,0.04647
0.194,0.046469
0.195,0.046468
0.196,0.046466
0.197,0.046465
0.198,0.046464
0.199,0.046463
0.2,0.046463
0.201,0.046463
0.202,0.046464
0.203,0.046466
0.204,0.046467
0.205,0.046468
0.206,0.046469
0.207,0.04647
0.208,0.046472
0.209,0.046473
0.21,0.046474
0.211,0.046475
0.212,0.046476
0.213,0.046478
0.214,0.046479
0.215,0.046479
0.216,0.046479
0.217,0.046479
0.218,0.046479
0.219,0.046479
0.22,0.046479
0.221,0.046479
0.222,0.046479
0.223,0.046479
0.224,0.046479
0.225,0.046479
0.226,0.046405
0.227,0.046323
0.228,0.046241
0.229,0.046151
0.23,0.046055
0.231,0.045958
0.232,0.045862
0.233,0.045765
0.234,0.045669
0.235,0.045572
0.236,0.045476
0.237,0.04538
0.238,0.045283
0.239,0.045187
0.24,0.04509
0.241,0.044994
0.242,0.044897
0.243,0.04481
0.244,0.044722
0.245,0.044635
0.246,0.044547
0.247,0.04446
0.248,0.044372
0.249,0.044285
0.25,0.044197
0.251,0.044104
0.252,0.04401
0.253,0.043916
0.254,0.04382
0.255,0.043716
0.256,0.043612
0.257,0.043508
0.258,0.043403
0.259,0.043299
0.26,0.043211
0.261,0.043124
0.262,0.043037
0.263,0.04295
0.264,0.042863
0.265,0.042776
0.266,0.042689
0.267,0.042602
0.268,0.042515
0.269,0.042428
0.27,0.042341
0.271,0.042254
0.272,0.042167
0.273,0.042074
0.274,0.04198
0.275,0.041885
0.276,0.041792
0.277,0.04171
0.278,0.041628
0.279,0.041546
0.28,0.041464
0.281,0.041382
0.282,0.041299
0.283,0.041216
0.284,0.041133
0.285,0.04105
0.286,0.040968
0.287,0.040885
0.288,0.040802
0.289,0.040719
0.29,0.040636
0.291,0.040554
0.292,0.040471
0.293,0.040388
0.294,0.040301
0.295,0.040215
0.296,0.040128
0.297,0.040046
0.298,0.039976
0.299,0.039906
0.3,0.039834
0.301,0.039761
0.302,0.039687
0.303,0.039614
0.304,0.039541
0.305,0.039468
0.306,0.039394
0.307,0.039321
0.308,0.039248
0.309,0.039175
0.31,0.039101
0.311,0.039028
0.312,0.038955
0.313,0.038882
0.314,0.038811
0.315,0.038741
0.316,0.038677
0.317,0.038612
0.318,0.038547
0.319,0.038482
0.32,0.038418
0.321,0.038355
0.322,0.038292
0.323,0.038234
0.324,0.038176
0.325,0.038118
0.326,0.03806
0.327,0.038002
0.328,0.037944
0.329,0.037887
0.33,0.037828
0.331,0.037766
0.332,0.037704
0.333,0.037643
0.334,0.037581
0.335,0.037519
0.336,0.037457
0.337,0.037396
0.338,0.037334
0.339,0.037272
0.34,0.03721
0.341,0.037149
0.342,0.037087
0.343,0.037025
0.344,0.036963
0.345,0.0369
0.346,0.036836
0.347,0.036772
0.348,0.036713
0.349,0.036659
0.35,0.036604
0.351,0.036549
0.352,0.036495
0.353,0.03644
0.354,0.036385
0.355,0.036331
0.356,0.036276
0.357,0.036221
0.358,0.036167
0.359,0.036113
0.36,0.036061
0.361,0.036009
0.362,0.035958
0.363,0.035906
0.364,0.035855
0.365,0.035803
0.366,0.035751
0.367,0.0357
0.368,0.035654
0.369,0.035613
0.37,0.035573
0.371,0.035533
0.372,0.035493
0.373,0.035452
0.374,0.035412
0.375,0.035372
0.376,0.035331
0.377,0.035291
0.378,0.035251
0.379,0.035211
0.38,0.035172
0.381,0.035134
0.382,0.035096
0.383,0.035057
0.384,0.035019
0.385,0.034981
0.386,0.034943
0.387,0.034905
0.388,0.034867
0.389,0.034829
0.39,0.034791
0.391,0.034752
0.392,0.034714
0.393,0.034676
0.394,0.034638
0.395,0.0346
0.396,0.034562
0.397,0.034524
0.398,0.034492
0.399,0.034461
0.4,0.03443
0.401,0.034399
0.402,0.034367
0.403,0.034336
0.404,0.034305
0.405,0.034274
0.406,0.034243
0.407,0.034211
0.408,0.03418
0.409,0.034149
0.41,0.034118
0.411,0.034085
0.412,0.03405
0.413,0.034015
0.414,0.03398
0.415,0.033944
0.416,0.033909
0.417,0.033874
0.418,0.033839
0.419,0.033804
0.42,0.033768
0.421,0.033733
0.422,0.033698
0.423,0.033663
0.424,0.033632
0.425,0.033609
0.426,0.033586
0.427,0.033563
0.428,0.033539
0.429,0.033516
0.43,0.033493
0.431,0.03347
0.432,0.033447
0.433,0.033425
0.434,0.033408
0.435,0.033391
0.436,0.033375
0.437,0.033358
0.438,0.033342
0.439,0.033325
0.44,0.033313
0.441,0.033304
0.442,0.033295
0.443,0.033285
0.444,0.033276
0.445,0.033267
0.446,0.033258
0.447,0.033249
0.448,0.033239
0.449,0.03323
0.45,0.033221
0.451,0.033212
0.452,0.033203
0.453,0.033193
0.454,0.033184
0.455,0.033175
0.456,0.033166
0.457,0.033157
0.458,0.033147
0.459,0.033138
0.46,0.033129
0.461,0.03312
0.462,0.03311
0.463,0.033101
0.464,0.033092
0.465,0.033079
0.466,0.033064
0.467,0.03305
0.468,0.033035
0.469,0.03302
0.47,0.033006
0.471,0.032994
0.472,0.032983
0.473,0.032972
0.474,0.03296
0.475,0.03295
0.476,0.032949
0.477,0.032948
0.478,0.032946
0.479,0.032945
0.48,0.032944
0.481,0.032942
0.482,0.032941
0.483,0.03294
0.484,0.032939
0.485,0.032937
0.486,0.032936
0.487,0.032935
0.488,0.032933
0.489,0.032932
0.49,0.032931
0.491,0.032929
0.492,0.032928
0.493,0.032927
0.494,0.032928
0.495,0.032929
0.496,0.032931
0.497,0.032932
0.498,0.032933
0.499,0.032935
0.5,0.032936
0.501,0.032937
0.502,0.032939
0.503,0.032939
0.504,0.032938
0.505,0.032938
0.506,0.032937
0.507,0.032937
0.508,0.032936
0.509,0.032935
0.51,0.032935
0.511,0.032934
0.512,0.032934
0.513,0.032933
0.514,0.032939
0.515,0.032949
0.516,0.03296
0.517,0.03297
0.518,0.03298
0.519,0.032989
0.52,0.032998
0.521,0.033007
0.522,0.033016
0.523,0.033025
0.524,0.033034
0.525,0.033044
0.526,0.033054
0.527,0.033064
0.528,0.033074
0.529,0.033085
0.53,0.033095
0.531,0.033105
0.532,0.033115
0.533,0.033126
0.534,0.033136
0.535,0.033146
0.536,0.033157
0.537,0.033167
0.538,0.033178
0.539,0.033188
0.54,0.033198
0.541,0.033209
0.542,0.033219
0.543,0.03323
0.544,0.03324
0.545,0.03325
0.546,0.033262
0.547,0.033282
0.548,0.033302
0.549,0.033323
0.55,0.033343
0.551,0.033363
0.552,0.033383
0.553,0.033402
0.554,0.033421
0.555,0.03344
0.556,0.033459
0.557,0.033478
0.558,0.033497
0.559,0.033516
0.56,0.033535
0.561,0.033554
0.562,0.033573
0.563,0.033592
0.564,0.033611
0.565,0.03363
0.566,0.033649
0.567,0.033668
0.568,0.033687
0.569,0.033706
0.57,0.033725
0.571,0.033744
0.572,0.033763
0.573,0.033782
0.574,0.033802
0.575,0.033821
0.576,0.03384
0.577,0.033865
0.578,0.0339
0.579,0.033934
0.58,0.033969
0.581,0.034003
0.582,0.034038
0.583,0.034072
0.584,0.034107
0.585,0.034142
0.586,0.034176
0.587,0.034211
0.588,0.034245
0.589,0.03428
0.59,0.034315
0.591,0.03435
0.592,0.034385
0.593,0.03442
0.594,0.034455
0.595,0.034491
0.596,0.034526
0.597,0.03456
0.598,0.034594
0.599,0.034629
0.6,0.034661
0.601,0.034694
0.602,0.034726
0.603,0.034758
0.604,0.034791
0.605,0.034828
0.606,0.034869
0.607,0.034909
0.608,0.03495
0.609,0.034991
0.61,0.035032
0.611,0.035073
0.612,0.035114
0.613,0.035154
0.614,0.035195
0.615,0.035236
0.616,0.035277
0.617,0.035318
0.618,0.035358
0.619,0.035399
0.62,0.03544
0.621,0.035481
0.622,0.035522
0.623,0.035563
0.624,0.035605
0.625,0.035646
0.626,0.03569
0.627,0.035741
0.628,0.035792
0.629,0.035842
0.63,0.035893
0.631,0.035944
0.632,0.035995
0.633,0.036045
0.634,0.036096
0.635,0.036148
0.636,0.036202
0.637,0.036256
0.638,0.03631
0.639,0.036364
0.64,0.036418
0.641,0.036473
0.642,0.036527
0.643,0.036581
0.644,0.036635
0.645,0.036689
0.646,0.036743
0.647,0.036797
0.648,0.036852
0.649,0.036913
0.65,0.036974
0.651,0.037034
0.652,0.037095
0.653,0.037156
0.654,0.037216
0.655,0.037277
0.656,0.037337
0.657,0.037398
0.658,0.037459
0.659,0.03752
0.66,0.037582
0.661,0.037643
0.662,0.03771
0.663,0.037773
0.664,0.037836
0.665,0.037899
0.666,0.037963
0.667,0.038026
0.668,0.038089
0.669,0.038152
0.67,0.038215
0.671,0.038285
0.672,0.038361
0.673,0.038436
0.674,0.038512
0.675,0.038584
0.676,0.038655
0.677,0.038726
0.678,0.038797
0.679,0.038868
0.68,0.038939
0.681,0.03901
0.682,0.039081
0.683,0.039152
0.684,0.039223
0.685,0.039294
0.686,0.039365
0.687,0.039436
0.688,0.039507
0.689,0.039578
0.69,0.039649
0.691,0.039722
0.692,0.039799
0.693,0.039874
0.694,0.03995
0.695,0.040025
0.696,0.040101
0.697,0.040177
0.698,0.040252
0.699,0.040328
0.7,0.040403
0.701,0.040483
0.702,0.040567
0.703,0.04065
0.704,0.040733
0.705,0.040816
0.706,0.040899
0.707,0.040983
0.708,0.041066
0.709,0.041149
0.71,0.041232
0.711,0.041315
0.712,0.041397
0.713,0.04148
0.714,0.041566
0.715,0.041655
0.716,0.041744
0.717,0.041834
0.718,0.041923
0.719,0.042012
0.72,0.042106
0.721,0.0422
0.722,0.042294
0.723,0.042388
0.724,0.042482
0.725,0.042576
0.726,0.04267
0.727,0.042764
0.728,0.042858
0.729,0.042952
0.73,0.043047
0.731,0.043141
0.732,0.043235
0.733,0.043324
0.734,0.043412
0.735,0.043501
0.736,0.043591
0.737,0.04369
0.738,0.043785
0.739,0.043879
0.74,0.043975
0.741,0.044074
0.742,0.044172
0.743,0.044271
0.744,0.04437
0.745,0.044468
0.746,0.044567
0.747,0.044665
0.748,0.044764
0.749,0.044863
0.75,0.044961
0.751,0.045062
0.752,0.045164
0.753,0.045266
0.754,0.045368
0.755,0.04547
0.756,0.045572
0.757,0.045674
0.758,0.045776
0.759,0.045878
0.76,0.04598
0.761,0.046082
0.762,0.046184
0.763,0.046285
0.764,0.046379
0.765,0.046473
0.766,0.046473
0.767,0.046473
0.768,0.046473
0.769,0.046473
0.77,0.046473
0.771,0.046473
0.772,0.046473
0.773,0.046473
0.774,0.046473
0.775,0.046473
0.776,0.046472
0.777,0.046471
0.778,0.046469
0.779,0.046467
0.78,0.046466
0.781,0.046464
0.782,0.046463
0.783,0.046461
0.784,0.046459
0.785,0.046458
0.786,0.046456
0.787,0.046455
0.788,0.046453
0.789,0.046451
0.79,0.04645
0.791,0.046448
0.792,0.046447
0.793,0.046445
0.794,0.046443
0.795,0.046442
0.796,0.04644
0.797,0.046439
0.798,0.046437
0.799,0.046436
0.8,0.046436
0.801,0.046436
0.802,0.046436
0.803,0.046438
0.804,0.046439
0.805,0.04644
0.806,0.046442
0.807,0.046443
0.808,0.046445
0.809,0.046446
0.81,0.046447
0.811,0.046449
0.812,0.04645
0.813,0.046451
0.814,0.046453
0.815,0.046454
0.816,0.046455
0.817,0.046457
0.818,0.046458
0.819,0.04646
0.82,0.046461
0.821,0.046462
0.822,0.046464
0.823,0.046465
0.824,0.046466
0.825,0.046467
0.826,0.046467
0.827,0.046467
0.828,0.046467
0.829,0.046467
0.83,0.046467
0.831,0.046467
0.832,0.046467
0.833,0.046467
0.834,0.046467
0.835,0.046467
0.836,0.046393
0.837,0.046313
0.838,0.046232
0.839,0.04615
0.84,0.046068
0.841,0.045984
0.842,0.045901
0.843,0.045817
0.844,0.045734
0.845,0.04565
0.846,0.045567
0.847,0.045483
0.848,0.0454
0.849,0.045317
0.85,0.045234
0.851,0.04515
0.852,0.045067
0.853,0.044984
0.854,0.0449
0.855,0.044817
0.856,0.04473
0.857,0.044646
0.858,0.044571
0.859,0.044496
0.86,0.044421
0.861,0.044346
0.862,0.044271
0.863,0.044196
0.864,0.044121
0.865,0.044045
0.866,0.043969
0.867,0.043893
0.868,0.043817
0.869,0.043741
0.87,0.043665
0.871,0.043589
0.872,0.043513
0.873,0.043436
0.874,0.04336
0.875,0.043286
0.876,0.043212
0.877,0.043139
0.878,0.043065
0.879,0.042992
0.88,0.042927
0.881,0.042863
0.882,0.042799
0.883,0.042734
0.884,0.04267
0.885,0.042606
0.886,0.042541
0.887,0.042477
0.888,0.042413
0.889,0.042348
0.89,0.042283
0.891,0.042217
0.892,0.042151
0.893,0.042088
0.894,0.042026
0.895,0.041964
0.896,0.041902
0.897,0.04184
0.898,0.041778
0.899,0.041716
0.9,0.041654
0.901,0.041592
0.902,0.04153
0.903,0.041468
0.904,0.041412
0.905,0.041358
0.906,0.041304
0.907,0.041249
0.908,0.041195
0.909,0.041141
0.91,0.04109
0.911,0.04104
0.912,0.040989
0.913,0.040937
0.914,0.040886
0.915,0.040834
0.916,0.040783
0.917,0.040731
0.918,0.04068
0.919,0.040628
0.92,0.040577
0.921,0.040525
0.922,0.040473
0.923,0.040422
0.924,0.04037
0.925,0.04032
0.926,0.04028
0.927,0.04024
0.928,0.040201
0.929,0.040161
0.93,0.04012
0.931,0.040078
0.932,0.040035
0.933,0.039992
0.934,0.03995
0.935,0.039907
0.936,0.039864
0.937,0.039821
0.938,0.039779
0.939,0.039736
0.94,0.039693
0.941,0.039652
0.942,0.039612
0.943,0.039573
0.944,0.039534
0.945,0.039494
0.946,0.039456
0.947,0.039433
0.948,0.03941
0.949,0.039387
0.95,0.039364
0.951,0.039341
0.952,0.039318
0.953,0.039295
0.954,0.039272
0.955,0.039248
0.956,0.039225
0.957,0.039202
0.958,0.039179
0.959,0.039156
0.96,0.039128
0.961,0.039099
0.962,0.039069
0.963,0.03904
0.964,0.03901
0.965,0.038981
0.966,0.038964
0.967,0.03895
0.968,0.038935
0.969,0.038921
0.97,0.038907
0.971,0.038892
0.972,0.038878
0.973,0.038863
0.974,0.038849
0.975,0.038835
0.976,0.038823
0.977,0.038811
0.978,0.038797
0.979,0.038781
0.98,0.038764
0.981,0.038747
0.982,0.038731
0.983,0.038714
0.984,0.038703
0.985,0.038701
0.986,0.038699
0.987,0.038697
0.988,0.038695
0.989,0.038693
0.99,0.038691
0.991,0.038689
0.992,0.038683
0.993,0.038672
0.994,0.038664
0.995,0.038659
0.996,0.038653
0.997,0.038648
0.998,0.038642
0.999,0.038634
1,0.038626
